"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0014742","BP","GO:0014742","positive regulation of muscle hypertrophy","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"NR4A3",1
"GO:0014808","BP","GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"CHD7",1
"GO:0016486","BP","GO:0016486","peptide hormone processing","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"CORIN",1
"GO:0021696","BP","GO:0021696","cerebellar cortex morphogenesis","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"TRNP1",1
"GO:0021799","BP","GO:0021799","cerebral cortex radially oriented cell migration","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"SUN2",1
"GO:0031112","BP","GO:0031112","positive regulation of microtubule polymerization or depolymerization","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"NAV3",1
"GO:0032094","BP","GO:0032094","response to food","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"LEP",1
"GO:0032232","BP","GO:0032232","negative regulation of actin filament bundle assembly","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"PIK3R1",1
"GO:0033687","BP","GO:0033687","osteoblast proliferation","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"CCN1",1
"GO:1902745","BP","GO:1902745","positive regulation of lamellipodium organization","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"PIK3R1",1
"GO:1905898","BP","GO:1905898","positive regulation of response to endoplasmic reticulum stress","1/238","36/18870",0.36705311574328,0.534844017346237,0.454398630218641,"PIK3R1",1
"GO:0002697","BP","GO:0002697","regulation of immune effector process","6/238","389/18870",0.367294367980632,0.534950275638153,0.454488906300508,"NR4A3/FZD5/GPRC5B/LEP/PLCG2/PTPN22",6
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","5/238","316/18870",0.368276802206387,0.536135445447502,0.455495815830162,"TSC22D3/RAC3/CITED2/SEPTIN4/GCNT4",5
"GO:0050767","BP","GO:0050767","regulation of neurogenesis","6/238","390/18870",0.369542602508422,0.537731863906486,0.456852118485687,"DAAM2/CDH4/DLL4/NOG/CHD7/MCF2",6
"GO:0050890","BP","GO:0050890","cognition","5/238","317/18870",0.370777493083784,0.539035166065995,0.457959392189486,"NEDD9/FAM107A/NRXN3/NOG/CHD7",5
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","5/238","317/18870",0.370777493083784,0.539035166065995,0.457959392189486,"FOXO1/PRR5L/ATP2A2/GCH1/GPR37",5
"GO:0007204","BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","3/238","173/18870",0.372968450371333,0.539815956276041,0.458622744476184,"TRPC6/ADRA1B/ACKR2",3
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","4/238","245/18870",0.373179854179385,0.539815956276041,0.458622744476184,"ATP2A2/NAV3/DNAJC6/MAP1LC3C",4
"GO:0051960","BP","GO:0051960","regulation of nervous system development","7/238","466/18870",0.373615411410262,0.539815956276041,0.458622744476184,"DAAM2/CDH4/DLL4/NOG/TPPP/CHD7/MCF2",7
"GO:0035282","BP","GO:0035282","segmentation","2/238","103/18870",0.373808029633417,0.539815956276041,0.458622744476184,"NKD1/FZD5",2
"GO:0097306","BP","GO:0097306","cellular response to alcohol","2/238","103/18870",0.373808029633417,0.539815956276041,0.458622744476184,"KLF9/INHBB",2
"GO:0099175","BP","GO:0099175","regulation of postsynapse organization","2/238","103/18870",0.373808029633417,0.539815956276041,0.458622744476184,"PDLIM5/NEDD9",2
"GO:0002504","BP","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"THBS1",1
"GO:0009132","BP","GO:0009132","nucleoside diphosphate metabolic process","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"TJP2",1
"GO:0014741","BP","GO:0014741","negative regulation of muscle hypertrophy","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"FOXO1",1
"GO:0021988","BP","GO:0021988","olfactory lobe development","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"CHD7",1
"GO:0032717","BP","GO:0032717","negative regulation of interleukin-8 production","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"PTPN22",1
"GO:0033280","BP","GO:0033280","response to vitamin D","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"STC1",1
"GO:0039532","BP","GO:0039532","negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"PTPN22",1
"GO:0042755","BP","GO:0042755","eating behavior","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"LEP",1
"GO:0044058","BP","GO:0044058","regulation of digestive system process","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"LEP",1
"GO:0045773","BP","GO:0045773","positive regulation of axon extension","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"CDH4",1
"GO:0048854","BP","GO:0048854","brain morphogenesis","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"GDF7",1
"GO:0051385","BP","GO:0051385","response to mineralocorticoid","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"HTR1B",1
"GO:0071312","BP","GO:0071312","cellular response to alkaloid","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"HTR1B",1
"GO:1903514","BP","GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"CHD7",1
"GO:1905476","BP","GO:1905476","negative regulation of protein localization to membrane","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"PKDCC",1
"GO:2000279","BP","GO:2000279","negative regulation of DNA biosynthetic process","1/238","37/18870",0.375051488816079,0.539815956276041,0.458622744476184,"ANKRD1",1
"GO:0050806","BP","GO:0050806","positive regulation of synaptic transmission","3/238","174/18870",0.37639196810258,0.541500079053871,0.460053559926196,"LAMA2/FAM107A/NOG",3
"GO:0021549","BP","GO:0021549","cerebellum development","2/238","104/18870",0.378311657994901,0.54352371116989,0.461772819433198,"TRNP1/MYO16",2
"GO:0042100","BP","GO:0042100","B cell proliferation","2/238","104/18870",0.378311657994901,0.54352371116989,0.461772819433198,"IRS2/CTPS1",2
"GO:1990830","BP","GO:1990830","cellular response to leukemia inhibitory factor","2/238","104/18870",0.378311657994901,0.54352371116989,0.461772819433198,"KLF5/MCF2",2
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","4/238","247/18870",0.378895769658964,0.544116925429818,0.462276808892545,"FGD4/RAC3/CDC42EP3/PDPN",4
"GO:1902105","BP","GO:1902105","regulation of leukocyte differentiation","5/238","321/18870",0.380780749146922,0.545500933693289,0.463452649770888,"ZBTB16/TGFBR2/FSTL3/NEDD9/PIK3R1",5
"GO:0045930","BP","GO:0045930","negative regulation of mitotic cell cycle","4/238","248/18870",0.381751980027613,0.545500933693289,0.463452649770888,"DUSP1/RGCC/FAM107A/MYO16",4
"GO:0002335","BP","GO:0002335","mature B cell differentiation","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"PLCG2",1
"GO:0002369","BP","GO:0002369","T cell cytokine production","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"FZD5",1
"GO:0002724","BP","GO:0002724","regulation of T cell cytokine production","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"FZD5",1
"GO:0007340","BP","GO:0007340","acrosome reaction","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"PLB1",1
"GO:0031111","BP","GO:0031111","negative regulation of microtubule polymerization or depolymerization","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"NAV3",1
"GO:0043001","BP","GO:0043001","Golgi to plasma membrane protein transport","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"PKDCC",1
"GO:0043403","BP","GO:0043403","skeletal muscle tissue regeneration","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"KLF5",1
"GO:0043516","BP","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"ANKRD1",1
"GO:0045429","BP","GO:0045429","positive regulation of nitric oxide biosynthetic process","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"PTX3",1
"GO:0046461","BP","GO:0046461","neutral lipid catabolic process","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"PLB1",1
"GO:0046464","BP","GO:0046464","acylglycerol catabolic process","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"PLB1",1
"GO:0048536","BP","GO:0048536","spleen development","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"CITED2",1
"GO:0048741","BP","GO:0048741","skeletal muscle fiber development","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"DNER",1
"GO:0060416","BP","GO:0060416","response to growth hormone","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"PIK3R1",1
"GO:0071392","BP","GO:0071392","cellular response to estradiol stimulus","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"NCOA3",1
"GO:1903749","BP","GO:1903749","positive regulation of establishment of protein localization to mitochondrion","1/238","38/18870",0.382949208014389,0.545500933693289,0.463452649770888,"FZD5",1
"GO:0022412","BP","GO:0022412","cellular process involved in reproduction in multicellular organism","7/238","471/18870",0.383928038676982,0.546650227112657,0.464429079044737,"ZBTB16/PTX3/INHBB/DMC1/SEPTIN4/HSPA2/LGR5",7
"GO:0030216","BP","GO:0030216","keratinocyte differentiation","3/238","177/18870",0.386639279424424,0.549582658452344,0.466920446136352,"ERRFI1/ALOX15B/NCOA3",3
"GO:0006473","BP","GO:0006473","protein acetylation","2/238","106/18870",0.387278150018541,0.549582658452344,0.466920446136352,"KLF15/FOXO1",2
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","2/238","106/18870",0.387278150018541,0.549582658452344,0.466920446136352,"IRS2/LEP",2
"GO:0032526","BP","GO:0032526","response to retinoic acid","2/238","106/18870",0.387278150018541,0.549582658452344,0.466920446136352,"LEP/IGFBP2",2
"GO:0034308","BP","GO:0034308","primary alcohol metabolic process","2/238","106/18870",0.387278150018541,0.549582658452344,0.466920446136352,"ACSS1/PLB1",2
"GO:0060291","BP","GO:0060291","long-term synaptic potentiation","2/238","106/18870",0.387278150018541,0.549582658452344,0.466920446136352,"FAM107A/NOG",2
"GO:1990823","BP","GO:1990823","response to leukemia inhibitory factor","2/238","106/18870",0.387278150018541,0.549582658452344,0.466920446136352,"KLF5/MCF2",2
"GO:0045017","BP","GO:0045017","glycerolipid biosynthetic process","4/238","250/18870",0.387460191173392,0.549582658452344,0.466920446136352,"IMPA2/ACSL1/PIK3R1/PLCG2",4
"GO:0010959","BP","GO:0010959","regulation of metal ion transport","6/238","398/18870",0.387543970293172,0.549582658452344,0.466920446136352,"PER1/CACNB2/TRPC6/STC1/PKP2/CHD7",6
"GO:0051924","BP","GO:0051924","regulation of calcium ion transport","4/238","251/18870",0.390311910054863,0.55117428554617,0.46827267809146,"CACNB2/TRPC6/STC1/CHD7",4
"GO:0001941","BP","GO:0001941","postsynaptic membrane organization","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"GDNF",1
"GO:0014037","BP","GO:0014037","Schwann cell differentiation","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"LAMA2",1
"GO:0021955","BP","GO:0021955","central nervous system neuron axonogenesis","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"ADARB1",1
"GO:0031281","BP","GO:0031281","positive regulation of cyclase activity","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"LGR5",1
"GO:0032438","BP","GO:0032438","melanosome organization","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"HPS5",1
"GO:0038179","BP","GO:0038179","neurotrophin signaling pathway","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"SORT1",1
"GO:0043550","BP","GO:0043550","regulation of lipid kinase activity","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"PIK3R1",1
"GO:0045746","BP","GO:0045746","negative regulation of Notch signaling pathway","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"DLL4",1
"GO:0099622","BP","GO:0099622","cardiac muscle cell membrane repolarization","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"KCND3",1
"GO:0140448","BP","GO:0140448","signaling receptor ligand precursor processing","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"CORIN",1
"GO:1904407","BP","GO:1904407","positive regulation of nitric oxide metabolic process","1/238","39/18870",0.39074753471854,0.55117428554617,0.46827267809146,"PTX3",1
"GO:0006672","BP","GO:0006672","ceramide metabolic process","2/238","107/18870",0.391740271847887,0.552329451611617,0.469254096712198,"CCN1/B3GALT2",2
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle","4/238","252/18870",0.393161852136355,0.554087967223652,0.470748115639981,"ADAMTS1/RGCC/FAM107A/MYO16",4
"GO:0000731","BP","GO:0000731","DNA synthesis involved in DNA repair","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"USP43",1
"GO:0009167","BP","GO:0009167","purine ribonucleoside monophosphate metabolic process","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"TJP2",1
"GO:0010742","BP","GO:0010742","macrophage derived foam cell differentiation","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"ALOX15B",1
"GO:0018208","BP","GO:0018208","peptidyl-proline modification","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"FKBP5",1
"GO:0032570","BP","GO:0032570","response to progesterone","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"THBS1",1
"GO:0035337","BP","GO:0035337","fatty-acyl-CoA metabolic process","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"ACSL1",1
"GO:0035886","BP","GO:0035886","vascular associated smooth muscle cell differentiation","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"COMP",1
"GO:0045730","BP","GO:0045730","respiratory burst","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"RAC3",1
"GO:0046839","BP","GO:0046839","phospholipid dephosphorylation","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"INPP5A",1
"GO:0048753","BP","GO:0048753","pigment granule organization","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"HPS5",1
"GO:0048821","BP","GO:0048821","erythrocyte development","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"CITED2",1
"GO:0051349","BP","GO:0051349","positive regulation of lyase activity","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"LGR5",1
"GO:0052652","BP","GO:0052652","cyclic purine nucleotide metabolic process","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"GUCY2D",1
"GO:0070232","BP","GO:0070232","regulation of T cell apoptotic process","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"TSC22D3",1
"GO:1903146","BP","GO:1903146","regulation of autophagy of mitochondrion","1/238","40/18870",0.398447714567565,0.557826800394591,0.473924594419571,"FZD5",1
"GO:0043534","BP","GO:0043534","blood vessel endothelial cell migration","3/238","181/18870",0.400239941235982,0.558899008862172,0.474835533016949,"THBS1/RGCC/DLL4",3
"GO:0046631","BP","GO:0046631","alpha-beta T cell activation","3/238","181/18870",0.400239941235982,0.558899008862172,0.474835533016949,"ZBTB16/TGFBR2/PTPN22",3
